Medicine Name,Used for ,Activity,pregnancy category,Alcohol,Rating,No of Reviews,,Medicine Name222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thiothixene,Schizophrenia,4%,N,contains alcohol,10,3,,thiothixene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amisulpride,Schizophrenia,3%,,not contains alcohol,7.3,4,,amisulpride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asenapine,Schizophrenia,3%,C(risk cannot be ruled out),contains alcohol,7.2,47,,asenapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zyprexa intramuscular,Schizophrenia,3%,C(risk cannot be ruled out),contains alcohol,,,,Zyprexa Intramuscular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versacloz,Schizophrenia,2%,B(no risk in animal studies),contains alcohol,,,,Versacloz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasuve,Schizophrenia,1%,N,contains alcohol,,,,Adasuve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iloperidone,Schizophrenia,1%,C(risk cannot be ruled out),contains alcohol,6.1,19,,iloperidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secuado,Schizophrenia,1%,C(risk cannot be ruled out),contains alcohol,,,,Secuado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
invega hafyera,Schizophrenia,0%,C(risk cannot be ruled out),contains alcohol,1,1,,Invega Hafyera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olanzapine / samidorphan,Schizophrenia,0%,,contains alcohol,8,1,,olanzapine / samidorphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keppra,Seizures,98%,C(risk cannot be ruled out),contains alcohol,5.7,182,,Keppra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levetiracetam,Seizures,76%,C(risk cannot be ruled out),contains alcohol,5.9,230,,levetiracetam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazepam,Seizures,53%,D(evidence of risk),contains alcohol,9.1,14,,diazepam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topiramate,Seizures,47%,D(evidence of risk),contains alcohol,6.2,21,,topiramate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diastat,Seizures,42%,D(evidence of risk),contains alcohol,7,1,,Diastat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dilantin,Seizures,38%,D(evidence of risk),contains alcohol,7.4,40,,Dilantin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trokendi xr,Seizures,36%,D(evidence of risk),contains alcohol,,,,Trokendi XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valtoco,Seizures,36%,D(evidence of risk),contains alcohol,,,,Valtoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vimpat,Seizures,35%,C(risk cannot be ruled out),contains alcohol,6.7,135,,Vimpat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midazolam,Seizures,32%,D(evidence of risk),contains alcohol,0,1,,midazolam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nayzilam,Seizures,32%,D(evidence of risk),contains alcohol,0,1,,Nayzilam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sabril,Seizures,32%,C(risk cannot be ruled out),contains alcohol,9,1,,Sabril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vigabatrin,Seizures,31%,C(risk cannot be ruled out),contains alcohol,9,1,,vigabatrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenobarbital,Seizures,27%,D(evidence of risk),contains alcohol,8.9,24,,phenobarbital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trileptal,Seizures,26%,C(risk cannot be ruled out),contains alcohol,7.3,21,,Trileptal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zonisamide,Seizures,24%,C(risk cannot be ruled out),contains alcohol,5.2,84,,zonisamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenytoin,Seizures,23%,D(evidence of risk),contains alcohol,7.3,54,,phenytoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxcarbazepine,Seizures,21%,C(risk cannot be ruled out),contains alcohol,7.5,34,,oxcarbazepine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zonegran,Seizures,15%,C(risk cannot be ruled out),contains alcohol,6.3,41,,Zonegran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keppra xr,Seizures,14%,C(risk cannot be ruled out),contains alcohol,7.8,8,,Keppra XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valium,Seizures,13%,D(evidence of risk),contains alcohol,9.8,4,,Valium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topamax,Seizures,12%,D(evidence of risk),contains alcohol,4.3,7,,Topamax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valproic acid,Seizures,11%,D(evidence of risk),contains alcohol,7.8,4,,valproic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primidone,Seizures,10%,N,contains alcohol,8.4,12,,primidone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mysoline,Seizures,9%,N,contains alcohol,9.3,6,,Mysoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aptiom,Seizures,8%,C(risk cannot be ruled out),contains alcohol,6.7,26,,Aptiom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diastat acudial,Seizures,8%,D(evidence of risk),contains alcohol,7.5,2,,Diastat AcuDial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zarontin,Seizures,8%,N,contains alcohol,9.4,7,,Zarontin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lacosamide,Seizures,7%,C(risk cannot be ruled out),contains alcohol,6.7,145,,lacosamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenytoin sodium,Seizures,7%,D(evidence of risk),contains alcohol,,,,Phenytoin Sodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diazepam intensol,Seizures,6%,D(evidence of risk),contains alcohol,,,,Diazepam Intensol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gabitril,Seizures,6%,C(risk cannot be ruled out),contains alcohol,6,4,,Gabitril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxtellar xr,Seizures,6%,C(risk cannot be ruled out),contains alcohol,10,1,,Oxtellar XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diastat pediatric,Seizures,5%,D(evidence of risk),contains alcohol,,,,Diastat Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qudexy xr,Seizures,5%,D(evidence of risk),contains alcohol,10,2,,Qudexy XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vitamin b6,Seizures,5%,C(risk cannot be ruled out),not contains alcohol,,,,Vitamin B6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
briviact,Seizures,4%,C(risk cannot be ruled out),contains alcohol,6.1,14,,Briviact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elepsia xr,Seizures,4%,C(risk cannot be ruled out),contains alcohol,,,,Elepsia XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eprontia,Seizures,4%,D(evidence of risk),contains alcohol,,,,Eprontia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethosuximide,Seizures,4%,N,contains alcohol,8.1,12,,ethosuximide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roweepra,Seizures,4%,C(risk cannot be ruled out),contains alcohol,,,,Roweepra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spritam,Seizures,4%,C(risk cannot be ruled out),contains alcohol,,,,Spritam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fycompa,Seizures,3%,C(risk cannot be ruled out),contains alcohol,4.7,16,,Fycompa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenytek,Seizures,3%,D(evidence of risk),contains alcohol,9.5,2,,Phenytek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roweepra xr,Seizures,3%,C(risk cannot be ruled out),contains alcohol,,,,Roweepra XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xcopri,Seizures,3%,,contains alcohol,10,4,,Xcopri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
progesterone,Seizures,2%,B(no risk in animal studies),not contains alcohol,10,1,,progesterone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyridoxine,Seizures,2%,C(risk cannot be ruled out),not contains alcohol,,,,pyridoxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aminoxin,Seizures,1%,C(risk cannot be ruled out),not contains alcohol,,,,Aminoxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brivaracetam,Seizures,1%,C(risk cannot be ruled out),contains alcohol,5.7,17,,brivaracetam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
celontin,Seizures,1%,N,contains alcohol,,,,Celontin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cenobamate,Seizures,1%,,contains alcohol,8.6,5,,cenobamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eslicarbazepine,Seizures,1%,C(risk cannot be ruled out),contains alcohol,6.7,27,,eslicarbazepine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methsuximide,Seizures,1%,N,contains alcohol,,,,methsuximide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perampanel,Seizures,1%,C(risk cannot be ruled out),contains alcohol,4.7,16,,perampanel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiagabine,Seizures,1%,C(risk cannot be ruled out),contains alcohol,6,4,,tiagabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zonisade,Seizures,1%,C(risk cannot be ruled out),contains alcohol,,,,Zonisade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ganaxolone,Seizures,0%,,contains alcohol,,,,ganaxolone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vigadrone,Seizures,0%,C(risk cannot be ruled out),contains alcohol,,,,Vigadrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ztalmy,Seizures,0%,,contains alcohol,,,,Ztalmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plavix,Stroke,91%,B(no risk in animal studies),not contains alcohol,6.4,12,,Plavix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clopidogrel,Stroke,90%,B(no risk in animal studies),not contains alcohol,7.2,15,,clopidogrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspirin,Stroke,81%,N,contains alcohol,9,1,,aspirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activase,Stroke,14%,C(risk cannot be ruled out),not contains alcohol,,,,Activase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayer aspirin,Stroke,13%,N,contains alcohol,,,,Bayer Aspirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easprin,Stroke,11%,N,contains alcohol,,,,Easprin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecotrin,Stroke,10%,N,contains alcohol,,,,Ecotrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alteplase,Stroke,8%,C(risk cannot be ruled out),not contains alcohol,,,,alteplase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arthritis pain,Stroke,8%,N,contains alcohol,,,,Arthritis Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ascriptin,Stroke,7%,N,contains alcohol,,,,Ascriptin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspergum,Stroke,7%,N,contains alcohol,,,,Aspergum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspir-low,Stroke,7%,N,contains alcohol,,,,Aspir-Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayer aspirin regimen,Stroke,7%,N,contains alcohol,,,,Bayer Aspirin Regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genacote,Stroke,7%,N,contains alcohol,,,,Genacote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halfprin,Stroke,7%,N,contains alcohol,,,,Halfprin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspiritab,Stroke,6%,N,contains alcohol,,,,Aspiritab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspirtab,Stroke,6%,N,contains alcohol,,,,Aspirtab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecpirin,Stroke,6%,N,contains alcohol,,,,Ecpirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entercote,Stroke,6%,N,contains alcohol,,,,Entercote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nimodipine,Stroke,6%,C(risk cannot be ruled out),contains alcohol,10,1,,nimodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norwich aspirin,Stroke,6%,N,contains alcohol,,,,Norwich Aspirin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vazalore,Stroke,6%,N,contains alcohol,,,,Vazalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayer aspirin extra strength plus,Stroke,5%,N,contains alcohol,,,,Bayer Aspirin Extra Strength Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamiflu,Swine Flu,100%,C(risk cannot be ruled out),not contains alcohol,7.3,18,,Tamiflu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oseltamivir,Swine Flu,41%,C(risk cannot be ruled out),not contains alcohol,7.3,18,,oseltamivir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relenza,Swine Flu,13%,C(risk cannot be ruled out),not contains alcohol,10,1,,Relenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zanamivir,Swine Flu,12%,C(risk cannot be ruled out),not contains alcohol,10,1,,zanamivir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peramivir,Swine Flu,4%,C(risk cannot be ruled out),not contains alcohol,,,,peramivir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ciprofloxacin,UTI,84%,C(risk cannot be ruled out),not contains alcohol,4.8,388,,ciprofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nitrofurantoin,UTI,84%,B(no risk in animal studies),not contains alcohol,4.2,1242,,nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
macrobid,UTI,48%,B(no risk in animal studies),not contains alcohol,4.3,552,,Macrobid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipro,UTI,42%,C(risk cannot be ruled out),not contains alcohol,5.6,167,,Cipro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulfamethoxazole / trimethoprim,UTI,37%,D(evidence of risk),contains alcohol,4.3,743,,sulfamethoxazole / trimethoprim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bactrim,UTI,33%,D(evidence of risk),contains alcohol,4.4,257,,Bactrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amoxicillin,UTI,27%,B(no risk in animal studies),not contains alcohol,6.8,40,,amoxicillin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amoxil,UTI,27%,B(no risk in animal studies),not contains alcohol,10,1,,Amoxil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxycycline,UTI,22%,D(evidence of risk),contains alcohol,6.6,38,,doxycycline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bactrim ds,UTI,21%,D(evidence of risk),contains alcohol,5.1,185,,Bactrim DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augmentin,UTI,18%,B(no risk in animal studies),not contains alcohol,5.1,18,,Augmentin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levofloxacin,UTI,16%,C(risk cannot be ruled out),not contains alcohol,4.9,70,,levofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levaquin,UTI,14%,C(risk cannot be ruled out),not contains alcohol,5.6,39,,Levaquin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amoxicillin / clavulanate,UTI,12%,B(no risk in animal studies),not contains alcohol,5.7,60,,amoxicillin / clavulanate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceftriaxone,UTI,12%,B(no risk in animal studies),not contains alcohol,9.2,52,,ceftriaxone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
macrodantin,UTI,12%,B(no risk in animal studies),not contains alcohol,4.3,29,,Macrodantin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cefuroxime,UTI,10%,B(no risk in animal studies),not contains alcohol,6.8,20,,cefuroxime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methenamine,UTI,9%,C(risk cannot be ruled out),not contains alcohol,8.3,27,,methenamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceftin,UTI,8%,B(no risk in animal studies),not contains alcohol,9.5,2,,Ceftin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trimethoprim,UTI,8%,C(risk cannot be ruled out),not contains alcohol,3,134,,trimethoprim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vibramycin,UTI,6%,D(evidence of risk),contains alcohol,10,2,,Vibramycin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ampicillin,UTI,5%,B(no risk in animal studies),not contains alcohol,10,2,,ampicillin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apo-amoxi,UTI,5%,B(no risk in animal studies),not contains alcohol,,,,Apo-Amoxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
septra,UTI,5%,D(evidence of risk),contains alcohol,5.4,9,,Septra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
septra ds,UTI,5%,D(evidence of risk),contains alcohol,7.5,10,,Septra DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uribel,UTI,5%,C(risk cannot be ruled out),contains alcohol,6.3,35,,Uribel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxy 100,UTI,4%,D(evidence of risk),contains alcohol,,,,Doxy 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cefixime,UTI,3%,B(no risk in animal studies),not contains alcohol,5.7,7,,cefixime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipro i.v.,UTI,3%,C(risk cannot be ruled out),not contains alcohol,2,2,,Cipro I.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cipro xr,UTI,3%,C(risk cannot be ruled out),not contains alcohol,1,2,,Cipro XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryx,UTI,3%,D(evidence of risk),contains alcohol,4,1,,Doryx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doryx mpc,UTI,3%,D(evidence of risk),contains alcohol,,,,Doryx MPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hiprex,UTI,3%,C(risk cannot be ruled out),not contains alcohol,8,21,,Hiprex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monodox,UTI,3%,D(evidence of risk),contains alcohol,,,,Monodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morgidox,UTI,3%,D(evidence of risk),contains alcohol,,,,Morgidox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oraxyl,UTI,3%,D(evidence of risk),contains alcohol,,,,Oraxyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suprax,UTI,3%,B(no risk in animal studies),not contains alcohol,10,1,,Suprax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ancef,UTI,2%,B(no risk in animal studies),not contains alcohol,,,,Ancef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cefepime,UTI,2%,B(no risk in animal studies),not contains alcohol,9,1,,cefepime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cefotaxime,UTI,2%,B(no risk in animal studies),not contains alcohol,,,,cefotaxime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co-trimoxazole,UTI,2%,D(evidence of risk),contains alcohol,,,,Co-trimoxazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
furadantin,UTI,2%,B(no risk in animal studies),not contains alcohol,,,,Furadantin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ofloxacin,UTI,2%,C(risk cannot be ruled out),not contains alcohol,5.2,6,,ofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zosyn,UTI,2%,B(no risk in animal studies),not contains alcohol,,,,Zosyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amikacin,UTI,1%,D(evidence of risk),not contains alcohol,4,2,,amikacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amoclan,UTI,1%,B(no risk in animal studies),not contains alcohol,,,,Amoclan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ampicillin / sulbactam,UTI,1%,B(no risk in animal studies),not contains alcohol,7,1,,ampicillin / sulbactam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
augmentin xr,UTI,1%,B(no risk in animal studies),not contains alcohol,,,,Augmentin XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cefadroxil,UTI,1%,B(no risk in animal studies),not contains alcohol,10,1,,cefadroxil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cefazolin,UTI,1%,B(no risk in animal studies),not contains alcohol,1,1,,cefazolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceftazidime,UTI,1%,B(no risk in animal studies),not contains alcohol,,,,ceftazidime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cilastatin / imipenem,UTI,1%,C(risk cannot be ruled out),not contains alcohol,,,,cilastatin / imipenem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duricef,UTI,1%,B(no risk in animal studies),not contains alcohol,10,1,,Duricef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ertapenem,UTI,1%,B(no risk in animal studies),not contains alcohol,1,1,,ertapenem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floxin,UTI,1%,C(risk cannot be ruled out),not contains alcohol,1,1,,Floxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
